SLC25A26	ENSG00000261657
RPL18AP17	ENSG00000227952
KRTAP7-1	ENSG00000184586
RPL21P110	ENSG00000226617
UBE3AP2	ENSG00000228941
HSPE1P22	ENSG00000237306
PA2G4P2	ENSG00000235698
RNU6-80P	ENSG00000206922
UBE2C	ENSG00000175063
RNU6-79P	ENSG00000199381
PSMD10P3	ENSG00000232041
FBXW11P1	ENSG00000230870
GCNT7	ENSG00000124091
FABP5P1	ENSG00000236972
SLMO2	ENSG00000101166
FBXL6	ENSG00000261539
RNU6-66P	ENSG00000200267
CHCHD4P3	ENSG00000236156
ISM1-AS1	ENSG00000226263
RN7SL463P	ENSG00000264255
RNU4-10P	ENSG00000201253
STRCP1	ENSG00000166763
HDHD2	ENSG00000167220
RNY1P8	ENSG00000206697
MARK2P12	ENSG00000229708
GAPDHP2	ENSG00000236811
LINC00393	ENSG00000224853
RNU6-278P	ENSG00000212247
ATP5J	ENSG00000154723
RPS3P1	ENSG00000230935
LINC00392	ENSG00000228295
AIMP1P1	ENSG00000234187
LINC00402	ENSG00000235532
RN7SL864P	ENSG00000239923
RAB1C	ENSG00000233111
RNY1P5	ENSG00000206617
RNU6-228P	ENSG00000199570
ZBTB26	ENSG00000171448
RPL21P108	ENSG00000232701
RN7SKP171	ENSG00000201287
FAM209A	ENSG00000124103
MACROD2-IT1	ENSG00000227927
LINC00381	ENSG00000226240
DTWD1	ENSG00000104047
PAICSP1	ENSG00000226055
RPS10P2	ENSG00000213950
CPXM1	ENSG00000088882
MACROD2-AS1	ENSG00000235914
LINC00347	ENSG00000236678
RNU7-124P	ENSG00000251745
FAM209B	ENSG00000213714
MTND4P15	ENSG00000227321
RNU6-1159P	ENSG00000199803
RNU6-115P	ENSG00000201180
RNU6-353P	ENSG00000201136
RNA5SP475	ENSG00000222500
RIOK3P1	ENSG00000225944
ENSAP1	ENSG00000224274
RNU1-77P	ENSG00000212170
RNU6-38P	ENSG00000206812
PPIAP17	ENSG00000225622
SSR1P2	ENSG00000226665
CATSPER2P1	ENSG00000205771
VN1R48P	ENSG00000237487
RHOV	ENSG00000104140
RPLP0P1	ENSG00000226229
CTAGE11P	ENSG00000214249
FAM220BP	ENSG00000176007
LINC01078	ENSG00000223880
ADAMTS7P1	ENSG00000259785
FURIN	ENSG00000140564
TBC1D4-AS1	ENSG00000225203
NIPA2	ENSG00000140157
CYP4F33P	ENSG00000259898
RNU6-27P	ENSG00000251955
RNU1-131P	ENSG00000238833
SNX18P3	ENSG00000225345
DYNLT3P1	ENSG00000232241
ADCK5	ENSG00000261694
RPS27AP2	ENSG00000232333
FAM201A	ENSG00000204860
FAM204CP	ENSG00000230902
MIR4744	ENSG00000263849
RN7SKP69	ENSG00000202260
LINC00561	ENSG00000261206
GABPA	ENSG00000154727
LINC01034	ENSG00000224933
RNU6-192P	ENSG00000212555
RNU6-765P	ENSG00000252725
RN7SL571P	ENSG00000243274
TFAP2C	ENSG00000087510
SNORD17	ENSG00000212232
BTF3P11	ENSG00000118903
PTMAP3	ENSG00000218902
VN2R3P	ENSG00000234680
RPL7P44	ENSG00000233873
MIR1539	ENSG00000265496
SNORD58C	ENSG00000202093
RPL15P1	ENSG00000227343
ZNF831	ENSG00000124203
DHX9P1	ENSG00000228002
SNORD58A	ENSG00000206602
TNNC2	ENSG00000101470
VPS18	ENSG00000104142
SNORD58B	ENSG00000271982
SRP72P1	ENSG00000265182
APH1B	ENSG00000138613
RNU6-354P	ENSG00000206589
RN7SL640P	ENSG00000264912
MYCBP2-AS1	ENSG00000236051
MIR1282	ENSG00000221792
RNU7-137P	ENSG00000252597
HMGN1P2	ENSG00000229046
FAM74A5	ENSG00000215112
SMUG1P1	ENSG00000267444
PIN4P1	ENSG00000227973
TPT1P1	ENSG00000234107
ACTBP7	ENSG00000185607
MYCBP2-AS2	ENSG00000229521
RN7SL14P	ENSG00000266720
RABGAP1	ENSG00000011454
RNU2-56P	ENSG00000252635
SCEL-AS1	ENSG00000224347
RN7SKP74	ENSG00000199719
GAPDHP55	ENSG00000224055
IER3IP1	ENSG00000134049
SCARNA17	ENSG00000251992
RNY3P7	ENSG00000206800
SPTLC1P5	ENSG00000227922
MIR3665	ENSG00000266325
RNA5SP457	ENSG00000200527
RNY4P11	ENSG00000252403
EDNRB-AS1	ENSG00000225579
LINC00851	ENSG00000237282
ADAD1P2	ENSG00000267511
GCNT1P1	ENSG00000236474
RN7SL310P	ENSG00000240663
RNA5SP476	ENSG00000252422
MIR3192	ENSG00000265137
RNA5SP458	ENSG00000251997
LINC00475	ENSG00000225511
ATP5A1P9	ENSG00000225995
RPL21P3	ENSG00000225419
RPLP0P11	ENSG00000239780
EDN3	ENSG00000124205
DLL4	ENSG00000128917
RN7SL462P	ENSG00000266087
RPS19P1	ENSG00000214612
RNF219-AS1	ENSG00000234377
LINC00493	ENSG00000232388
TMEM239	ENSG00000198326
FAM74A1	ENSG00000225597
RN7SL638P	ENSG00000243702
RNU6ATAC34P	ENSG00000221806
DUXAP7	ENSG00000232136
VN2R4P	ENSG00000234375
RN7SL810P	ENSG00000243035
LINC01069	ENSG00000236133
EEF1A1P34	ENSG00000233324
LINC00446	ENSG00000229249
ANKRD30B	ENSG00000180777
UBE2Q2P2	ENSG00000225273
BMP7	ENSG00000101144
SRGNP1	ENSG00000271386
LINC00652	ENSG00000179935
SKOR2	ENSG00000215474
C20orf141	ENSG00000258713
RNY3P3	ENSG00000200686
RPL31P54	ENSG00000229865
CPSF1	ENSG00000261230
TCEB1P23	ENSG00000224686
VN2R5P	ENSG00000233628
UBE2Q2P6	ENSG00000237550
GPR21	ENSG00000188394
RPL21P111	ENSG00000237109
CBWD1	ENSG00000172785
BEND3P2	ENSG00000224809
LINC00331	ENSG00000225427
CSPG4P8	ENSG00000188384
SNORA84	ENSG00000239183
RN7SL422P	ENSG00000265605
HSPD1P8	ENSG00000215357
FAM74A3	ENSG00000204844
CCT5P2	ENSG00000230584
HUNK-AS1	ENSG00000237138
NIPA2P5	ENSG00000236277
LINC00159	ENSG00000230323
ATP5A1P1	ENSG00000243268
BCAS2P3	ENSG00000226670
RNA5SP33	ENSG00000252496
MIS18A-AS1	ENSG00000227256
RBM26-AS1	ENSG00000227354
RPL17P1	ENSG00000229500
RN7SL347P	ENSG00000265191
HNRNPMP1	ENSG00000259335
RN7SL109P	ENSG00000242871
RN7SL690P	ENSG00000264879
SNORA80	ENSG00000200792
MIR4670	ENSG00000264158
EIF4E2P1	ENSG00000213384
NDFIP2-AS1	ENSG00000232132
EXOSC3P1	ENSG00000229007
LINC01068	ENSG00000227676
RN7SL607P	ENSG00000264361
RNA5SP490	ENSG00000252950
LINC01038	ENSG00000229011
MRPS11P1	ENSG00000225803
LINC00846	ENSG00000186842
LINC00382	ENSG00000229175
FAM74A2	ENSG00000231757
PCED1A	ENSG00000132635
EIF3J-AS1	ENSG00000179523
OR7E23P	ENSG00000228433
RNU6-61P	ENSG00000202398
LINC00237	ENSG00000225127
HNRNPA1P31	ENSG00000227862
PWWP2AP1	ENSG00000226683
RPL24P2	ENSG00000235065
PAXBP1-AS1	ENSG00000238197
ARF4P4	ENSG00000231222
FAM74A6	ENSG00000234407
DPPA3P3	ENSG00000270415
LINC00564	ENSG00000260094
ZNF658B	ENSG00000198566
RNU6-77P	ENSG00000222486
HIGD1AP2	ENSG00000237148
PTMAP5	ENSG00000214182
GYG1P2	ENSG00000237099
SMAD2	ENSG00000175387
RNU6-67P	ENSG00000222791
ATP5A1P8	ENSG00000234720
VENTXP2	ENSG00000215037
UBE2D3P4	ENSG00000224188
MTND4P1	ENSG00000228597
RBPJP5	ENSG00000232239
MTND5P3	ENSG00000232447
LINC00333	ENSG00000233349
LINC00375	ENSG00000226370
RN7SL763P	ENSG00000264356
LINC00351	ENSG00000226317
ATP8B4	ENSG00000104043
RNU6-72P	ENSG00000207012
MOB1AP1	ENSG00000228241
STRBP	ENSG00000165209
DDX6P2	ENSG00000214181
ANKRD19P	ENSG00000187984
SLC39A4	ENSG00000261297
FES	ENSG00000182511
TXNL1P1	ENSG00000231879
NIPA1	ENSG00000170113
LINC00430	ENSG00000233528
UBBP5	ENSG00000228074
SPO11	ENSG00000054796
LIN28AP2	ENSG00000228473
MEP1AP1	ENSG00000228871
MIR4500HG	ENSG00000228824
PLK1S1	ENSG00000088970
RNU6-1269P	ENSG00000212441
CA12	ENSG00000074410
MIR4500	ENSG00000266052
SNX18P8	ENSG00000231390
LINC00397	ENSG00000223404
TET1P1	ENSG00000232204
LINC00945	ENSG00000232539
FAM95B1	ENSG00000223839
RPL29P29	ENSG00000225289
RNU1-119P	ENSG00000212424
LINC00433	ENSG00000229443
LINC00560	ENSG00000261666
GRPEL2P1	ENSG00000233211
RNU6-1108P	ENSG00000252117
RNU6-1332P	ENSG00000252475
LINC01047	ENSG00000232225
PHACTR3	ENSG00000087495
TRIM60P13	ENSG00000227247
LINC00440	ENSG00000234660
RNU6-966P	ENSG00000252288
CNN2P2	ENSG00000227069
RNU1-78P	ENSG00000212550
SP3P	ENSG00000225530
LINC01040	ENSG00000226037
IGKV1OR9-2	ENSG00000225380
LINC00353	ENSG00000236176
C9orf66	ENSG00000183784
MTND1P12	ENSG00000225433
ROCK1	ENSG00000067900
RPL7L1P1	ENSG00000234227
BMS1P14	ENSG00000230455
HNRNPA3P16	ENSG00000267233
PEX12P1	ENSG00000215418
RPL17P46	ENSG00000239689
LINC00559	ENSG00000261446
RNA5SP34	ENSG00000252696
RN7SL695P	ENSG00000240820
FAR1P1	ENSG00000235879
CHAC1	ENSG00000128965
SRSF10P1	ENSG00000267717
KRT18P27	ENSG00000224419
RNU1-46P	ENSG00000207154
AQP7P3	ENSG00000156750
VPS28	ENSG00000260313
MIR622	ENSG00000207858
LINC01049	ENSG00000234384
RNU6-75P	ENSG00000251753
LINC00410	ENSG00000231674
BRK1P2	ENSG00000227983
CYP4F59P	ENSG00000233244
LINC00380	ENSG00000234625
SNX18P4	ENSG00000234416
LINC00379	ENSG00000229557
SS18L2P2	ENSG00000266201
PPIAP23	ENSG00000214178
RNA5SP477	ENSG00000199509
RNU6-538P	ENSG00000238415
RSL24D1P9	ENSG00000265402
MIR17HG	ENSG00000215417
RPS8P3	ENSG00000215457
IL10RB-AS1	ENSG00000223799
MEP1AP3	ENSG00000234344
RNU6-714P	ENSG00000252772
EEF1DP2	ENSG00000226721
USF1P1	ENSG00000226501
RPS15AP1	ENSG00000214535
RPS5P3	ENSG00000215088
RNU4ATAC3P	ENSG00000252508
ZNF877P	ENSG00000226875
FABP5P4	ENSG00000229287
SNX21	ENSG00000124104
GPC5-AS2	ENSG00000232885
BTF3P6	ENSG00000233956
GPC5-IT1	ENSG00000236240
RN7SL61P	ENSG00000240994
MIR548AS	ENSG00000263741
ATP5A1P5	ENSG00000229489
GPC5-AS1	ENSG00000235984
RN7SKP140	ENSG00000223128
RPL29P32	ENSG00000242945
GOLGA6L17P	ENSG00000186322
GSTM3P1	ENSG00000227693
NKX2-2-AS1	ENSG00000258197
LINC00649	ENSG00000237945
SNORA37	ENSG00000207233
SNRPGP2	ENSG00000264350
DNM1P38	ENSG00000259567
SLC25A6P1	ENSG00000233015
RN7SL343P	ENSG00000266425
RPL41P1	ENSG00000227063
RPSAP57	ENSG00000267524
CNN2P4	ENSG00000213816
CRB2	ENSG00000148204
ADAMTS7P2	ENSG00000259387
CYP4F60P	ENSG00000230635
RAE1	ENSG00000101146
MAP1LC3P	ENSG00000267647
SNX18P5	ENSG00000229146
VPS16	ENSG00000215305
ANKRD20A7P	ENSG00000236816
RNA5SP459	ENSG00000252437
LINC00261	ENSG00000259974
GOLGA8I	ENSG00000153666
RNU6-599P	ENSG00000238529
MIR4529	ENSG00000264571
MEP1AP4	ENSG00000224537
RPL21P126	ENSG00000242320
KRT18P3	ENSG00000215553
RN7SL740P	ENSG00000244294
RN7SL256P	ENSG00000241500
SNX18P2	ENSG00000232843
IQSEC3	ENSG00000261772
CSPG4P9	ENSG00000205275
ALOX15P2	ENSG00000188101
LINC00656	ENSG00000233746
RNA5SP478	ENSG00000201527
DDX11L8	ENSG00000273127
APP	ENSG00000142192
UBE2Q2P3	ENSG00000259429
RNU6-953P	ENSG00000238941
ACOT8	ENSG00000101473
RBPJP6	ENSG00000227924
INO80	ENSG00000128908
RNA5SP479	ENSG00000201728
MIR147B	ENSG00000211519
CST12P	ENSG00000226344
RNU7-5P	ENSG00000252285
ATP5A1P6	ENSG00000234861
CST13P	ENSG00000204663
CST9LP1	ENSG00000204662
HMGN2P46	ENSG00000179362
OR2N1P	ENSG00000228846
CST2P1	ENSG00000232595
SLC27A2	ENSG00000140284
OR2J4P	ENSG00000230136
FAM27E4	ENSG00000204805
OR2H4P	ENSG00000231919
CSTP1	ENSG00000228476
RNU6-829P	ENSG00000200570
OR2G1P	ENSG00000231320
POM121L3P	ENSG00000167390
OR2U1P	ENSG00000236918
DPPA5P2	ENSG00000259427
TUBA3C	ENSG00000198033
RNU1-23P	ENSG00000200231
OR2U2P	ENSG00000249415
OR2B4P	ENSG00000227178
GAPDHP53	ENSG00000234069
CDK2AP2P1	ENSG00000234299
DDX6P1	ENSG00000225927
MYO5BP1	ENSG00000235130
OR12D1	ENSG00000248182
RNU6-1257P	ENSG00000207355
UBDP1	ENSG00000226365
RNU6-1014P	ENSG00000238456
MAS1LP1	ENSG00000230957
RN7SKP101	ENSG00000223308
MIR4291	ENSG00000265347
RPS17P1	ENSG00000228840
RN7SL565P	ENSG00000264628
RN7SKP139	ENSG00000222343
CYCSP24	ENSG00000227666
PPIAP2	ENSG00000227379
RNU6ATAC17P	ENSG00000251883
ZNF337-AS1	ENSG00000213742
MTRNR2L3	ENSG00000256222
RN7SL722P	ENSG00000264967
RN7SL594P	ENSG00000242236
MED28P7	ENSG00000236542
VN1R108P	ENSG00000230772
MIRLET7A1	ENSG00000199165
MIRLET7F1	ENSG00000199072
CFTRP1	ENSG00000228593
MIRLET7DHG	ENSG00000230262
WDR7-OT1	ENSG00000267225
LINC-ROR	ENSG00000258609
RBM38	ENSG00000132819
DOCK8	ENSG00000107099
DENND1A	ENSG00000119522
RNU6-737P	ENSG00000202240
MIRLET7D	ENSG00000199133
FAM182A	ENSG00000125804
RN7SL544P	ENSG00000263901
RNU6-677P	ENSG00000252723
NCOR1P1	ENSG00000240108
VDAC1P11	ENSG00000237679
GREB1L	ENSG00000141449
MIR663A	ENSG00000227195
CYYR1	ENSG00000166265
SYCP2	ENSG00000196074
RNU6-669P	ENSG00000202445
PCAT7	ENSG00000231806
HDC	ENSG00000140287
MIR2278	ENSG00000252153
RBPJP7	ENSG00000234217
ATP5A1P7	ENSG00000241571
TPTE2	ENSG00000132958
VN2R6P	ENSG00000237132
USP3	ENSG00000140455
FAM74A4	ENSG00000229746
ZBTB7C	ENSG00000184828
MIR23B	ENSG00000207563
RPS5P2	ENSG00000224598
MLLT10P1	ENSG00000238151
MIR27B	ENSG00000207864
ADAMTS1	ENSG00000154734
DKKL1P1	ENSG00000215546
MIR3074	ENSG00000207617
RNU6-742P	ENSG00000202159
RPL31P3	ENSG00000237929
LINC00310	ENSG00000227456
RSL24D1P11	ENSG00000231544
HAUS6P2	ENSG00000236121
RNA5SP480	ENSG00000252649
DEFB117	ENSG00000212717
DEFB122	ENSG00000204547
LHX2	ENSG00000106689
HMGN1P30	ENSG00000235028
LINC00028	ENSG00000233354
RNA5SP288	ENSG00000251884
HM13-IT1	ENSG00000235313
HM13-AS1	ENSG00000230613
RNU6-384P	ENSG00000201770
RBPJP2	ENSG00000237086
MIR3193	ENSG00000264395
MT1P1	ENSG00000213761
MIR122	ENSG00000207778
RNU1-94P	ENSG00000199497
ATP5A1P10	ENSG00000243382
RNA5SP481	ENSG00000252623
RNA5SP482	ENSG00000212571
RSL24D1P6	ENSG00000224452
RPL9P31	ENSG00000239659
ADAMTS5	ENSG00000154736
GOLGA8S	ENSG00000261739
CNN2P5	ENSG00000233414
TSPY26P	ENSG00000235217
MRPL37P1	ENSG00000266946
MIR1825	ENSG00000221667
CYP4F61P	ENSG00000235327
MPHOSPH8	ENSG00000196199
SNX18P6	ENSG00000234430
PRRC2A	ENSG00000231825
C20orf203	ENSG00000198547
EXD1	ENSG00000178997
RNA5SP283	ENSG00000202474
BAK1P1	ENSG00000175730
PTGER4P2	ENSG00000184523
LINC00160	ENSG00000230978
CDK2AP2P2	ENSG00000237451
HDHD1P3	ENSG00000214245
MYO5BP2	ENSG00000238245
SOCS2P1	ENSG00000237662
N6AMT1	ENSG00000156239
BPIFA4P	ENSG00000183566
RPL34P3	ENSG00000223671
RPL9P8	ENSG00000230903
EZH2P1	ENSG00000231300
MIR802	ENSG00000211590
RPS20P1	ENSG00000229761
RPL12P3	ENSG00000233106
CSPG4P10	ENSG00000205271
PPP1R2P2	ENSG00000234008
BPIFB5P	ENSG00000233146
BPIFB9P	ENSG00000125997
RN7SL511P	ENSG00000264923
RPL31P2	ENSG00000230837
MAN2A2	ENSG00000196547
TPM3P2	ENSG00000214200
RNU6-156P	ENSG00000206946
KANK1	ENSG00000107104
PIGPP3	ENSG00000228958
LINC00476	ENSG00000175611
PSPC1	ENSG00000121390
RN7SL410P	ENSG00000243464
GOLGA6L21P	ENSG00000254374
GOLGA6L2	ENSG00000174450
BMS1P9	ENSG00000198312
MIR4755	ENSG00000264616
RPS2P1	ENSG00000225246
DNM1P42	ENSG00000259637
XPOTP1	ENSG00000214185
RNU2-46P	ENSG00000252847
AQP7P4	ENSG00000176115
RNA5SP289	ENSG00000199202
RPL23AP3	ENSG00000214914
RIMKLBP1	ENSG00000189089
LINC00092	ENSG00000225194
CDC42P1	ENSG00000234933
ITCH-AS1	ENSG00000236388
RNU6-992P	ENSG00000200213
ITCH-IT1	ENSG00000231795
MIR644A	ENSG00000207997
AQP7P1	ENSG00000186466
LINC01015	ENSG00000225426
FDX1P1	ENSG00000181741
NEK6	ENSG00000119408
MEMO1P1	ENSG00000226054
GPR53P	ENSG00000237811
HMGB3P1	ENSG00000225336
MTCO3P1	ENSG00000233317
OR2I1P	ENSG00000223441
MIR499A	ENSG00000207635
OR2H5P	ENSG00000225034
RNU6-407P	ENSG00000202150
RNA5SP483	ENSG00000200301
BMS1P10	ENSG00000237238
TMEM183AP1	ENSG00000224241
SCARNA15	ENSG00000252690
HLA-DQB3	ENSG00000234968
DMRT1	ENSG00000137090
MIR3135B	ENSG00000264770
RPL13AP	ENSG00000224146
GABPB1	ENSG00000104064
MKRN3	ENSG00000179455
EIF4BP3	ENSG00000224546
SUMO2P1	ENSG00000228130
CTIF	ENSG00000134030
TAPSAR1	ENSG00000233140
MMP24-AS1	ENSG00000126005
RNU6-1160P	ENSG00000207276
ZDHHC20P1	ENSG00000226303
MIR4515	ENSG00000263643
HCG4P11	ENSG00000229573
RN7SL787P	ENSG00000240165
CBR3-AS1	ENSG00000236830
RNU6-401P	ENSG00000212374
DMRT3	ENSG00000064218
TUBA8P2	ENSG00000261665
RNU6-368P	ENSG00000238397
MT1P3	ENSG00000229230
RNU6-1339P	ENSG00000200444
ZMYM5	ENSG00000132950
RPL23AP1	ENSG00000242039
FAM83C-AS1	ENSG00000235214
IGLL1	ENSG00000128322
MIR1289-1	ENSG00000221763
MICE	ENSG00000250154
LTN1	ENSG00000198862
EFTUD1P1	ENSG00000259404
MYO5BP3	ENSG00000228656
CDK2AP2P3	ENSG00000226020
MAGEL2	ENSG00000254585
PTGER4P3	ENSG00000239684
HCG9P5	ENSG00000228900
RNA5SP284	ENSG00000207277
NDN	ENSG00000182636
IFITM4P	ENSG00000233023
LINC00537	ENSG00000232815
CSPG4P11	ENSG00000259726
MIR4477A	ENSG00000266017
ZSWIM3	ENSG00000132801
HLA-V	ENSG00000224736
PSMB7	ENSG00000136930
NPAP1	ENSG00000185823
YRDCP2	ENSG00000236745
RPL36P4	ENSG00000224497
DMRT2	ENSG00000173253
TCEA1P1	ENSG00000197214
HCG4	ENSG00000226379
ZSWIM1	ENSG00000168612
PGM5P1	ENSG00000204794
CTCFL	ENSG00000124092
RPS24P6	ENSG00000260875
HLA-P	ENSG00000261134
CHP1	ENSG00000187446
HYAL2	ENSG00000261921
SERINC2	ENSG00000260384
SPATA25	ENSG00000149634
RN7SL112P	ENSG00000265229
RPL7AP7	ENSG00000233465
RNU6-219P	ENSG00000201598
MIR1299	ENSG00000239070
MICG	ENSG00000229461
HCG4P8	ENSG00000224801
NEURL2	ENSG00000124257
RNU2-69P	ENSG00000251870
MICF	ENSG00000235498
HCG4P7	ENSG00000231197
GOLGA2P7	ENSG00000225151
HLA-H	ENSG00000223463
PGM5P2	ENSG00000227558
OACYLP	ENSG00000224367
PPP1R2P1	ENSG00000223939
VN1R51P	ENSG00000228038
HLA-T	ENSG00000226727
FAM220CP	ENSG00000213612
C5orf30	ENSG00000261887
DDX39BP1	ENSG00000225926
ANKRD18CP	ENSG00000159712
MCCD1P1	ENSG00000226940
HCG4B	ENSG00000226563
GPR144	ENSG00000180264
HLA-K	ENSG00000232816
RNU6-798P	ENSG00000252721
OIP5	ENSG00000104147
C22orf43	ENSG00000189269
HLA-U	ENSG00000226354
HCG4P5	ENSG00000226109
FER1L4	ENSG00000088340
HLA-W	ENSG00000230915
RNU6-1193P	ENSG00000238551
MICD	ENSG00000230745
SNX18P9	ENSG00000224185
HCG9	ENSG00000227647
CYP4F25P	ENSG00000224106
DDX39BP2	ENSG00000224362
HLA-Z	ENSG00000228498
ZNF322P1	ENSG00000188801
MCCD1P2	ENSG00000231745
RPS26P54	ENSG00000224161
BRD2-IT1	ENSG00000225788
GLUD1P4	ENSG00000267486
CNN2P3	ENSG00000235832
RPL32P1	ENSG00000224098
RWDD2B	ENSG00000156253
LSM14A	ENSG00000262860
HLA-DPA2	ENSG00000236898
NR5A1	ENSG00000136931
NFE2L3P1	ENSG00000267497
AQP7P2	ENSG00000181997
COL11A2P1	ENSG00000226513
RN7SL342P	ENSG00000239398
SDCCAG3P1	ENSG00000256704
BMS1P11	ENSG00000225883
SMAD7	ENSG00000101665
FAM217B	ENSG00000196227
HLA-DPB2	ENSG00000168379
FAM60CP	ENSG00000267742
PTPRA	ENSG00000132670
RNU6-567P	ENSG00000252555
IGKV1OR-2	ENSG00000156755
RPS3AP49	ENSG00000242060
RNU4-17P	ENSG00000202468
MRPS5P4	ENSG00000266915
HCG4P3	ENSG00000225086
TUSC2	ENSG00000262485
PPP1R3D	ENSG00000132825
BRD2	ENSG00000236227
RPL37P1	ENSG00000227401
RN7SKP271	ENSG00000222460
RNU6-759P	ENSG00000252549
HLA-J	ENSG00000223439
RPF2P1	ENSG00000225357
RNU6-1293P	ENSG00000206804
HLA-DPA3	ENSG00000223447
RNU6-1166P	ENSG00000222152
SNRPN	ENSG00000128739
COX7BP2	ENSG00000234274
BMS1P12	ENSG00000224599
HIGD1AP16	ENSG00000219608
CTBP2P3	ENSG00000267153
RNU4-40P	ENSG00000201221
ETF1P1	ENSG00000224108
RNU6-937P	ENSG00000207053
RNU6-116P	ENSG00000206769
RPL30P14	ENSG00000243256
IGKV1OR9-1	ENSG00000204780
LINC00657	ENSG00000260032
MYOM2	ENSG00000260130
NR6A1	ENSG00000148200
BMS1P13	ENSG00000231701
KRT8P24	ENSG00000259500
HMGB3P2	ENSG00000231470
RN7SL577P	ENSG00000265942
IGKV1OR-3	ENSG00000204776
MTND1P17	ENSG00000228122
NDUFAF4P1	ENSG00000259467
MIR4716	ENSG00000264210
MEP1AP2	ENSG00000223780
IGKV1OR22-5	ENSG00000230481
RN7SL307P	ENSG00000243338
IGKV2OR22-4	ENSG00000253691
IGKV2OR22-3	ENSG00000253460
IGKV3OR22-2	ENSG00000254264
CDH26	ENSG00000124215
RGL4	ENSG00000159496
HNRNPA3P2	ENSG00000227688
IGKV1OR22-1	ENSG00000253481
RPS9P1	ENSG00000214889
PGM5-AS1	ENSG00000224958
RN7SL156P	ENSG00000242509
RPL3P1	ENSG00000228149
RPS3AP3	ENSG00000231241
CTSA	ENSG00000064601
RN7SL73P	ENSG00000265882
RPS27AP3	ENSG00000226144
SRSF9P1	ENSG00000214867
CECR7	ENSG00000237438
RNA5SP394	ENSG00000201086
RPL7AP14	ENSG00000213979
RN7SL494P	ENSG00000241175
PPIAP3	ENSG00000235044
ATP5J2LP	ENSG00000224421
GABPB1-AS1	ENSG00000244879
LINC00489	ENSG00000225759
CECR5-AS1	ENSG00000185837
RN7SKP185	ENSG00000199683
MIR4712	ENSG00000264109
RN7SL237P	ENSG00000264767
HLA-DQB1-AS1	ENSG00000232351
OLFML2A	ENSG00000185585
AHCYP7	ENSG00000259465
FAM32B	ENSG00000203416
MTCO3P1	ENSG00000228025
RNU6-820P	ENSG00000207000
CECR3	ENSG00000241832
RNA5SP395	ENSG00000252376
ZNF70P1	ENSG00000225696
CECR9	ENSG00000231004
RN7SL331P	ENSG00000240466
RN7SL843P	ENSG00000239547
UBE2Q2P8	ENSG00000259633
CLCP1	ENSG00000232305
RN7SL354P	ENSG00000243027
DNAJA1P6	ENSG00000228045
RN7SL417P	ENSG00000244056
C9orf135-AS1	ENSG00000225626
SNHG17	ENSG00000196756
USP16	ENSG00000156256
HCG25	ENSG00000231573
ESCO1	ENSG00000141446
RBFOX3	ENSG00000267483
ZMYM2	ENSG00000121741
DCAF13P3	ENSG00000259378
HLA-DQB3	ENSG00000234510
DNM1P51	ENSG00000235370
RN7SL570P	ENSG00000241174
NUSAP1	ENSG00000137804
MIR3198-1	ENSG00000264757
FBXL22	ENSG00000197361
LINC00528	ENSG00000269220
WDR38	ENSG00000136918
MIR4713	ENSG00000266593
CSPG4P5	ENSG00000272887
MAMDC2-AS1	ENSG00000204706
UBE2Q2P11	ENSG00000259538
SNORA71B	ENSG00000235408
TAPSAR1	ENSG00000234365
UBE2Q2P12	ENSG00000197627
SNORA71A	ENSG00000225091
RNU2-5P	ENSG00000222465
SNORA71C	ENSG00000201512
ENPP7	ENSG00000261981
SMC5-AS1	ENSG00000268364
SNORA71D	ENSG00000200354
RPL24P8	ENSG00000236801
SMARCA2	ENSG00000080503
PSMD4P1	ENSG00000223741
RPL35	ENSG00000136942
COX7BP1	ENSG00000243453
HLA-DOA	ENSG00000230141
RNU7-167P	ENSG00000238584
RASSF1	ENSG00000263005
MIR3909	ENSG00000266320
MIR204	ENSG00000207935
GOLGA6L5P	ENSG00000230373
HLCS-IT1	ENSG00000237646
PIGUP1	ENSG00000224437
RNA5SP491	ENSG00000199806
RPL35AP21	ENSG00000229814
DPRXP5	ENSG00000270652
CBX2	ENSG00000262762
PPP1R2P1	ENSG00000233498
DAXX	ENSG00000229396
RPL35AP4	ENSG00000226538
MRPL20P1	ENSG00000215734
MRPS16P3	ENSG00000226336
HSPB1P1	ENSG00000236060
ARPC5L	ENSG00000136950
RPL12P1	ENSG00000232733
RNU6-696P	ENSG00000212136
HLA-Z	ENSG00000226691
BTF3P4	ENSG00000224820
C20orf197	ENSG00000176659
NDUFA9P1	ENSG00000237406
MIR5004	ENSG00000266856
TTC3-AS1	ENSG00000228677
MIR648	ENSG00000207780
BRD2-IT1	ENSG00000237348
CBX8	ENSG00000262572
SEMA3B-AS1	ENSG00000261891
RPL32P1	ENSG00000231288
DSCR9	ENSG00000230366
RHEBP3	ENSG00000237446
RNA5SP285	ENSG00000252428
HLA-DPA2	ENSG00000230878
MIR4739	ENSG00000265034
SNHG11	ENSG00000174365
ZNF70	ENSG00000187792
COL11A2P1	ENSG00000234249
SNRPD1	ENSG00000167088
ARL2BPP10	ENSG00000225225
VPREB3	ENSG00000128218
MIR1266	ENSG00000221052
RPS20P24	ENSG00000236862
MIR4752	ENSG00000266879
EEF1B2P1	ENSG00000231169
HLA-DPB2	ENSG00000223372
USP8	ENSG00000138592
